,area_name,area_code,job_exp,all,fulltime,parttime,highend,temp
1643,台東縣池上鄉,6001019009,10,0,0,0,0,0
1644,台東縣池上鄉,6001019009,99,0,0,0,0,0
1645,台東縣東河鄉,6001019010,1,0,0,0,0,0
1646,台東縣東河鄉,6001019010,3,0,0,0,0,0
1647,台東縣東河鄉,6001019010,5,0,0,0,0,0
1648,台東縣東河鄉,6001019010,10,0,0,0,0,0
1649,台東縣東河鄉,6001019010,99,0,0,0,0,0
1650,台東縣成功鎮,6001019011,1,0,0,0,0,0
1651,台東縣成功鎮,6001019011,3,0,0,0,0,0
1652,台東縣成功鎮,6001019011,5,0,0,0,0,0
1653,台東縣成功鎮,6001019011,10,0,0,0,0,0
1654,台東縣成功鎮,6001019011,99,0,0,0,0,0
1655,台東縣長濱鄉,6001019012,1,0,0,0,0,0
1656,台東縣長濱鄉,6001019012,3,0,0,0,0,0
1657,台東縣長濱鄉,6001019012,5,0,0,0,0,0
1658,台東縣長濱鄉,6001019012,10,0,0,0,0,0
1659,台東縣長濱鄉,6001019012,99,0,0,0,0,0
1660,台東縣太麻里鄉,6001019013,1,0,0,0,0,0
1661,台東縣太麻里鄉,6001019013,3,0,0,0,0,0
1662,台東縣太麻里鄉,6001019013,5,0,0,0,0,0
1663,台東縣太麻里鄉,6001019013,10,0,0,0,0,0
1664,台東縣太麻里鄉,6001019013,99,0,0,0,0,0
1665,台東縣金峰鄉,6001019014,1,0,0,0,0,0
1666,台東縣金峰鄉,6001019014,3,0,0,0,0,0
1667,台東縣金峰鄉,6001019014,5,0,0,0,0,0
1668,台東縣金峰鄉,6001019014,10,0,0,0,0,0
1669,台東縣金峰鄉,6001019014,99,0,0,0,0,0
1670,台東縣大武鄉,6001019015,1,0,0,0,0,0
1671,台東縣大武鄉,6001019015,3,0,0,0,0,0
1672,台東縣大武鄉,6001019015,5,0,0,0,0,0
1673,台東縣大武鄉,6001019015,10,0,0,0,0,0
1674,台東縣大武鄉,6001019015,99,0,0,0,0,0
1675,台東縣達仁鄉,6001019016,1,0,0,0,0,0
1676,台東縣達仁鄉,6001019016,3,0,0,0,0,0
1677,台東縣達仁鄉,6001019016,5,0,0,0,0,0
1678,台東縣達仁鄉,6001019016,10,0,0,0,0,0
1679,台東縣達仁鄉,6001019016,99,0,0,0,0,0
1680,花蓮縣花蓮市,6001020001,1,9,8,1,0,0
1681,花蓮縣花蓮市,6001020001,3,9,8,1,0,0
1682,花蓮縣花蓮市,6001020001,5,0,0,0,0,0
1683,花蓮縣花蓮市,6001020001,10,0,0,0,0,0
1684,花蓮縣花蓮市,6001020001,99,0,0,0,0,0
1685,花蓮縣新城鄉,6001020002,1,4,4,0,0,0
1686,花蓮縣新城鄉,6001020002,3,0,0,0,0,0
1687,花蓮縣新城鄉,6001020002,5,0,0,0,0,0
1688,花蓮縣新城鄉,6001020002,10,0,0,0,0,0
1689,花蓮縣新城鄉,6001020002,99,0,0,0,0,0
1690,花蓮縣秀林鄉,6001020003,1,2,2,0,0,0
1691,花蓮縣秀林鄉,6001020003,3,7,7,0,0,0
1692,花蓮縣秀林鄉,6001020003,5,2,2,0,0,0
1693,花蓮縣秀林鄉,6001020003,10,0,0,0,0,0
1694,花蓮縣秀林鄉,6001020003,99,0,0,0,0,0
1695,花蓮縣吉安鄉,6001020004,1,1,1,0,0,0
1696,花蓮縣吉安鄉,6001020004,3,0,0,0,0,0
1697,花蓮縣吉安鄉,6001020004,5,1,1,0,0,0
1698,花蓮縣吉安鄉,6001020004,10,0,0,0,0,0
1699,花蓮縣吉安鄉,6001020004,99,0,0,0,0,0
1700,花蓮縣壽豐鄉,6001020005,1,4,2,2,0,0
1701,花蓮縣壽豐鄉,6001020005,3,9,9,0,0,0
1702,花蓮縣壽豐鄉,6001020005,5,1,1,0,0,0
1703,花蓮縣壽豐鄉,6001020005,10,1,1,0,0,0
1704,花蓮縣壽豐鄉,6001020005,99,0,0,0,0,0
1705,花蓮縣鳳林鎮,6001020006,1,1,1,0,0,0
1706,花蓮縣鳳林鎮,6001020006,3,0,0,0,0,0
1707,花蓮縣鳳林鎮,6001020006,5,0,0,0,0,0
1708,花蓮縣鳳林鎮,6001020006,10,0,0,0,0,0
1709,花蓮縣鳳林鎮,6001020006,99,0,0,0,0,0
1710,花蓮縣光復鄉,6001020007,1,0,0,0,0,0
1711,花蓮縣光復鄉,6001020007,3,0,0,0,0,0
1712,花蓮縣光復鄉,6001020007,5,0,0,0,0,0
1713,花蓮縣光復鄉,6001020007,10,0,0,0,0,0
1714,花蓮縣光復鄉,6001020007,99,0,0,0,0,0
1715,花蓮縣豐濱鄉,6001020008,1,0,0,0,0,0
1716,花蓮縣豐濱鄉,6001020008,3,0,0,0,0,0
1717,花蓮縣豐濱鄉,6001020008,5,0,0,0,0,0
1718,花蓮縣豐濱鄉,6001020008,10,0,0,0,0,0
1719,花蓮縣豐濱鄉,6001020008,99,0,0,0,0,0
1720,花蓮縣瑞穗鄉,6001020009,1,0,0,0,0,0
1721,花蓮縣瑞穗鄉,6001020009,3,0,0,0,0,0
1722,花蓮縣瑞穗鄉,6001020009,5,0,0,0,0,0
1723,花蓮縣瑞穗鄉,6001020009,10,0,0,0,0,0
1724,花蓮縣瑞穗鄉,6001020009,99,0,0,0,0,0
1725,花蓮縣萬榮鄉,6001020010,1,0,0,0,0,0
1726,花蓮縣萬榮鄉,6001020010,3,0,0,0,0,0
1727,花蓮縣萬榮鄉,6001020010,5,0,0,0,0,0
1728,花蓮縣萬榮鄉,6001020010,10,0,0,0,0,0
1729,花蓮縣萬榮鄉,6001020010,99,0,0,0,0,0
1730,花蓮縣玉里鎮,6001020011,1,0,0,0,0,0
1731,花蓮縣玉里鎮,6001020011,3,0,0,0,0,0
1732,花蓮縣玉里鎮,6001020011,5,0,0,0,0,0
1733,花蓮縣玉里鎮,6001020011,10,0,0,0,0,0
1734,花蓮縣玉里鎮,6001020011,99,0,0,0,0,0
1735,花蓮縣卓溪鄉,6001020012,1,0,0,0,0,0
1736,花蓮縣卓溪鄉,6001020012,3,0,0,0,0,0
1737,花蓮縣卓溪鄉,6001020012,5,0,0,0,0,0
1738,花蓮縣卓溪鄉,6001020012,10,0,0,0,0,0
1739,花蓮縣卓溪鄉,6001020012,99,0,0,0,0,0
1740,花蓮縣富里鄉,6001020013,1,0,0,0,0,0
1741,花蓮縣富里鄉,6001020013,3,0,0,0,0,0
1742,花蓮縣富里鄉,6001020013,5,0,0,0,0,0
1743,花蓮縣富里鄉,6001020013,10,0,0,0,0,0
1744,花蓮縣富里鄉,6001020013,99,0,0,0,0,0
1745,澎湖縣馬公市,6001021001,1,3,2,1,0,0
1746,澎湖縣馬公市,6001021001,3,0,0,0,0,0
1747,澎湖縣馬公市,6001021001,5,0,0,0,0,0
1748,澎湖縣馬公市,6001021001,10,0,0,0,0,0
1749,澎湖縣馬公市,6001021001,99,0,0,0,0,0
1750,澎湖縣西嶼鄉,6001021002,1,0,0,0,0,0
1751,澎湖縣西嶼鄉,6001021002,3,0,0,0,0,0
1752,澎湖縣西嶼鄉,6001021002,5,0,0,0,0,0
1753,澎湖縣西嶼鄉,6001021002,10,0,0,0,0,0
1754,澎湖縣西嶼鄉,6001021002,99,0,0,0,0,0
1755,澎湖縣望安鄉,6001021003,1,0,0,0,0,0
1756,澎湖縣望安鄉,6001021003,3,0,0,0,0,0
1757,澎湖縣望安鄉,6001021003,5,0,0,0,0,0
1758,澎湖縣望安鄉,6001021003,10,0,0,0,0,0
1759,澎湖縣望安鄉,6001021003,99,0,0,0,0,0
1760,澎湖縣七美鄉,6001021004,1,0,0,0,0,0
1761,澎湖縣七美鄉,6001021004,3,0,0,0,0,0
1762,澎湖縣七美鄉,6001021004,5,0,0,0,0,0
1763,澎湖縣七美鄉,6001021004,10,0,0,0,0,0
1764,澎湖縣七美鄉,6001021004,99,0,0,0,0,0
1765,澎湖縣白沙鄉,6001021005,1,0,0,0,0,0
1766,澎湖縣白沙鄉,6001021005,3,0,0,0,0,0
1767,澎湖縣白沙鄉,6001021005,5,0,0,0,0,0
1768,澎湖縣白沙鄉,6001021005,10,0,0,0,0,0
1769,澎湖縣白沙鄉,6001021005,99,0,0,0,0,0
1770,澎湖縣湖西鄉,6001021006,1,0,0,0,0,0
1771,澎湖縣湖西鄉,6001021006,3,0,0,0,0,0
1772,澎湖縣湖西鄉,6001021006,5,0,0,0,0,0
1773,澎湖縣湖西鄉,6001021006,10,0,0,0,0,0
1774,澎湖縣湖西鄉,6001021006,99,0,0,0,0,0
1775,金門縣金沙鎮,6001022001,1,0,0,0,0,0
1776,金門縣金沙鎮,6001022001,3,0,0,0,0,0
1777,金門縣金沙鎮,6001022001,5,0,0,0,0,0
1778,金門縣金沙鎮,6001022001,10,0,0,0,0,0
1779,金門縣金沙鎮,6001022001,99,0,0,0,0,0
1780,金門縣金湖鎮,6001022002,1,0,0,0,0,0
1781,金門縣金湖鎮,6001022002,3,0,0,0,0,0
1782,金門縣金湖鎮,6001022002,5,0,0,0,0,0
1783,金門縣金湖鎮,6001022002,10,0,0,0,0,0
1784,金門縣金湖鎮,6001022002,99,0,0,0,0,0
1785,金門縣金寧鄉,6001022003,1,1,1,0,0,0
1786,金門縣金寧鄉,6001022003,3,0,0,0,0,0
1787,金門縣金寧鄉,6001022003,5,0,0,0,0,0
1788,金門縣金寧鄉,6001022003,10,0,0,0,0,0
1789,金門縣金寧鄉,6001022003,99,0,0,0,0,0
1790,金門縣金城鎮,6001022004,1,2,2,0,0,0
1791,金門縣金城鎮,6001022004,3,0,0,0,0,0
1792,金門縣金城鎮,6001022004,5,0,0,0,0,0
1793,金門縣金城鎮,6001022004,10,0,0,0,0,0
1794,金門縣金城鎮,6001022004,99,0,0,0,0,0
1795,金門縣烈嶼鄉,6001022005,1,0,0,0,0,0
1796,金門縣烈嶼鄉,6001022005,3,0,0,0,0,0
1797,金門縣烈嶼鄉,6001022005,5,0,0,0,0,0
1798,金門縣烈嶼鄉,6001022005,10,0,0,0,0,0
1799,金門縣烈嶼鄉,6001022005,99,0,0,0,0,0
1800,金門縣烏坵鄉,6001022006,1,0,0,0,0,0
1801,金門縣烏坵鄉,6001022006,3,0,0,0,0,0
1802,金門縣烏坵鄉,6001022006,5,0,0,0,0,0
1803,金門縣烏坵鄉,6001022006,10,0,0,0,0,0
1804,金門縣烏坵鄉,6001022006,99,0,0,0,0,0
1805,連江縣南竿鄉,6001023001,1,4,4,0,0,0
1806,連江縣南竿鄉,6001023001,3,0,0,0,0,0
1807,連江縣南竿鄉,6001023001,5,0,0,0,0,0
1808,連江縣南竿鄉,6001023001,10,0,0,0,0,0
1809,連江縣南竿鄉,6001023001,99,0,0,0,0,0
1810,連江縣北竿鄉,6001023002,1,0,0,0,0,0
1811,連江縣北竿鄉,6001023002,3,0,0,0,0,0
1812,連江縣北竿鄉,6001023002,5,0,0,0,0,0
1813,連江縣北竿鄉,6001023002,10,0,0,0,0,0
1814,連江縣北竿鄉,6001023002,99,0,0,0,0,0
1815,連江縣莒光鄉,6001023003,1,0,0,0,0,0
1816,連江縣莒光鄉,6001023003,3,0,0,0,0,0
1817,連江縣莒光鄉,6001023003,5,0,0,0,0,0
1818,連江縣莒光鄉,6001023003,10,0,0,0,0,0
1819,連江縣莒光鄉,6001023003,99,0,0,0,0,0
1820,連江縣東引鄉,6001023004,1,0,0,0,0,0
1821,連江縣東引鄉,6001023004,3,0,0,0,0,0
1822,連江縣東引鄉,6001023004,5,0,0,0,0,0
1823,連江縣東引鄉,6001023004,10,0,0,0,0,0
1824,連江縣東引鄉,6001023004,99,0,0,0,0,0
